country,date,price,year,quarter
Norway,1995-03-31,7.28,1995,1
New Zealand,1995-03-31,10.57,1995,1
Sweden,1995-03-31,2.23,1995,1
United States,1995-03-31,1.92,1995,1
South Africa,1995-03-31,10.85,1995,1
Canada,1995-06-30,-5.55,1995,2
Switzerland,1995-06-30,-3.15,1995,2
Colombia,1995-06-30,34.66,1995,2
United Kingdom,1995-06-30,1.28,1995,2
Israel,1995-06-30,13.63,1995,2
Italy,1995-06-30,0.68,1995,2
South Korea,1995-06-30,-0.07,1995,2
Norway,1995-06-30,8.49,1995,2
New Zealand,1995-06-30,8.86,1995,2
Sweden,1995-06-30,1.09,1995,2
United States,1995-06-30,1.96,1995,2
South Africa,1995-06-30,8.68,1995,2
Canada,1995-09-30,-3.12,1995,3
Switzerland,1995-09-30,-3.66,1995,3
Colombia,1995-09-30,29.33,1995,3
United Kingdom,1995-09-30,0.36,1995,3
Israel,1995-09-30,13.9,1995,3
Italy,1995-09-30,1.05,1995,3
South Korea,1995-09-30,-0.1,1995,3
Norway,1995-09-30,5.88,1995,3
New Zealand,1995-09-30,8.64,1995,3
Sweden,1995-09-30,-1.08,1995,3
United States,1995-09-30,2.22,1995,3
South Africa,1995-09-30,6.11,1995,3
Canada,1995-12-31,-4.11,1995,4
Switzerland,1995-12-31,-3.93,1995,4
Colombia,1995-12-31,26.03,1995,4
United Kingdom,1995-12-31,-0.36,1995,4
Israel,1995-12-31,15.32,1995,4
Italy,1995-12-31,2.66,1995,4
South Korea,1995-12-31,-0.2,1995,4
Norway,1995-12-31,7.73,1995,4
New Zealand,1995-12-31,9.33,1995,4
Sweden,1995-12-31,-1.09,1995,4
United States,1995-12-31,2.39,1995,4
South Africa,1995-12-31,4.91,1995,4
Canada,1996-03-31,-2.64,1996,1
Switzerland,1996-03-31,-4.78,1996,1
Colombia,1996-03-31,22.86,1996,1
United Kingdom,1996-03-31,2.01,1996,1
Israel,1996-03-31,17.49,1996,1
Italy,1996-03-31,4.29,1996,1
South Korea,1996-03-31,0.2,1996,1
Netherlands,1996-03-31,8.47,1996,1
Norway,1996-03-31,8.14,1996,1
New Zealand,1996-03-31,12.19,1996,1
Sweden,1996-03-31,-0.55,1996,1
United States,1996-03-31,2.75,1996,1
South Africa,1996-03-31,4.12,1996,1
Canada,1996-06-30,2.04,1996,2
Switzerland,1996-06-30,-4.59,1996,2
Colombia,1996-06-30,21.61,1996,2
United Kingdom,1996-06-30,1.08,1996,2
Israel,1996-06-30,20.6,1996,2
Italy,1996-06-30,3.67,1996,2
South Korea,1996-06-30,0.53,1996,2
Netherlands,1996-06-30,10.51,1996,2
Norway,1996-06-30,8.7,1996,2
New Zealand,1996-06-30,12.0,1996,2
Sweden,1996-06-30,-1.08,1996,2
United States,1996-06-30,2.88,1996,2
South Africa,1996-06-30,3.15,1996,2
Canada,1996-09-30,-0.32,1996,3
Switzerland,1996-09-30,-3.81,1996,3
Colombia,1996-09-30,15.01,1996,3
United Kingdom,1996-09-30,4.11,1996,3
Israel,1996-09-30,14.04,1996,3
Italy,1996-09-30,3.65,1996,3
South Korea,1996-09-30,0.76,1996,3
Netherlands,1996-09-30,11.55,1996,3
Norway,1996-09-30,8.97,1996,3
New Zealand,1996-09-30,9.12,1996,3
Sweden,1996-09-30,1.63,1996,3
United States,1996-09-30,2.67,1996,3
South Africa,1996-09-30,3.3,1996,3
Canada,1996-12-31,0.09,1996,4
Switzerland,1996-12-31,-4.83,1996,4
Colombia,1996-12-31,14.3,1996,4
United Kingdom,1996-12-31,7.44,1996,4
Israel,1996-12-31,12.19,1996,4
Italy,1996-12-31,3.75,1996,4
South Korea,1996-12-31,1.36,1996,4
Netherlands,1996-12-31,12.44,1996,4
Norway,1996-12-31,10.13,1996,4
New Zealand,1996-12-31,8.09,1996,4
Sweden,1996-12-31,3.31,1996,4
United States,1996-12-31,2.72,1996,4
South Africa,1996-12-31,3.85,1996,4
Canada,1997-03-31,2.51,1997,1
Switzerland,1997-03-31,-4.02,1997,1
Colombia,1997-03-31,9.51,1997,1
France,1997-03-31,-1.43,1997,1
United Kingdom,1997-03-31,7.33,1997,1
Israel,1997-03-31,10.39,1997,1
Italy,1997-03-31,4.37,1997,1
South Korea,1997-03-31,2.98,1997,1
Netherlands,1997-03-31,12.85,1997,1
Norway,1997-03-31,10.88,1997,1
New Zealand,1997-03-31,6.78,1997,1
Sweden,1997-03-31,4.4,1997,1
United States,1997-03-31,2.73,1997,1
South Africa,1997-03-31,3.7,1997,1
Canada,1997-06-30,2.89,1997,2
Switzerland,1997-06-30,-4.77,1997,2
Colombia,1997-06-30,7.97,1997,2
France,1997-06-30,0.47,1997,2
United Kingdom,1997-06-30,9.29,1997,2
Israel,1997-06-30,7.97,1997,2
Italy,1997-06-30,4.08,1997,2
South Korea,1997-06-30,3.24,1997,2
Netherlands,1997-06-30,12.2,1997,2
Norway,1997-06-30,13.6,1997,2
New Zealand,1997-06-30,6.21,1997,2
Sweden,1997-06-30,7.07,1997,2
United States,1997-06-30,3.01,1997,2
South Africa,1997-06-30,5.86,1997,2
Canada,1997-09-30,2.5,1997,3
Switzerland,1997-09-30,-4.42,1997,3
Colombia,1997-09-30,12.75,1997,3
France,1997-09-30,-0.69,1997,3
United Kingdom,1997-09-30,10.48,1997,3
Israel,1997-09-30,11.3,1997,3
Italy,1997-09-30,2.89,1997,3
South Korea,1997-09-30,3.14,1997,3
Netherlands,1997-09-30,11.29,1997,3
Norway,1997-09-30,12.16,1997,3
New Zealand,1997-09-30,6.36,1997,3
Sweden,1997-09-30,7.49,1997,3
United States,1997-09-30,3.72,1997,3
South Africa,1997-09-30,10.69,1997,3
Canada,1997-12-31,1.79,1997,4
Switzerland,1997-12-31,-2.68,1997,4
Colombia,1997-12-31,13.45,1997,4
France,1997-12-31,-0.23,1997,4
United Kingdom,1997-12-31,7.94,1997,4
Israel,1997-12-31,7.18,1997,4
Italy,1997-12-31,2.32,1997,4
South Korea,1997-12-31,2.47,1997,4
Netherlands,1997-12-31,11.29,1997,4
Norway,1997-12-31,11.11,1997,4
New Zealand,1997-12-31,4.89,1997,4
Sweden,1997-12-31,7.49,1997,4
United States,1997-12-31,4.64,1997,4
South Africa,1997-12-31,15.29,1997,4
Canada,1998-03-31,-0.34,1998,1
Switzerland,1998-03-31,-1.77,1998,1
Colombia,1998-03-31,18.3,1998,1
France,1998-03-31,1.93,1998,1
United Kingdom,1998-03-31,9.17,1998,1
Israel,1998-03-31,4.53,1998,1
Italy,1998-03-31,-0.67,1998,1
South Korea,1998-03-31,-2.36,1998,1
Netherlands,1998-03-31,10.49,1998,1
Norway,1998-03-31,13.96,1998,1
New Zealand,1998-03-31,0.3,1998,1
Sweden,1998-03-31,8.95,1998,1
United States,1998-03-31,5.63,1998,1
South Africa,1998-03-31,17.64,1998,1
Canada,1998-06-30,-1.95,1998,2
Switzerland,1998-06-30,-1.2,1998,2
Colombia,1998-06-30,16.43,1998,2
France,1998-06-30,1.17,1998,2
United Kingdom,1998-06-30,12.75,1998,2
Israel,1998-06-30,2.43,1998,2
Italy,1998-06-30,0.21,1998,2
South Korea,1998-06-30,-9.75,1998,2
Netherlands,1998-06-30,10.43,1998,2
Norway,1998-06-30,13.03,1998,2
New Zealand,1998-06-30,-2.49,1998,2
Sweden,1998-06-30,8.63,1998,2
United States,1998-06-30,6.2,1998,2
South Africa,1998-06-30,16.51,1998,2
Canada,1998-09-30,-2.19,1998,3
Switzerland,1998-09-30,-0.96,1998,3
Colombia,1998-09-30,10.69,1998,3
France,1998-09-30,2.78,1998,3
United Kingdom,1998-09-30,11.98,1998,3
Israel,1998-09-30,0.56,1998,3
Italy,1998-09-30,0.36,1998,3
South Korea,1998-09-30,-11.86,1998,3
Netherlands,1998-09-30,10.99,1998,3
Norway,1998-09-30,11.19,1998,3
New Zealand,1998-09-30,-2.62,1998,3
Sweden,1998-09-30,9.45,1998,3
United States,1998-09-30,6.74,1998,3
South Africa,1998-09-30,13.68,1998,3
Canada,1998-12-31,-0.67,1998,4
Switzerland,1998-12-31,-0.41,1998,4
Colombia,1998-12-31,5.34,1998,4
France,1998-12-31,2.56,1998,4
United Kingdom,1998-12-31,12.05,1998,4
Israel,1998-12-31,7.54,1998,4
Italy,1998-12-31,-0.07,1998,4
South Korea,1998-12-31,-12.8,1998,4
Netherlands,1998-12-31,11.8,1998,4
Norway,1998-12-31,6.55,1998,4
New Zealand,1998-12-31,-2.04,1998,4
Sweden,1998-12-31,10.95,1998,4
United States,1998-12-31,7.06,1998,4
South Africa,1998-12-31,8.13,1998,4
Canada,1999-03-31,0.77,1999,1
Switzerland,1999-03-31,-0.13,1999,1
Colombia,1999-03-31,-0.48,1999,1
France,1999-03-31,5.69,1999,1
United Kingdom,1999-03-31,10.08,1999,1
Israel,1999-03-31,6.42,1999,1
Italy,1999-03-31,1.1,1999,1
South Korea,1999-03-31,-8.78,1999,1
Netherlands,1999-03-31,13.33,1999,1
Norway,1999-03-31,6.29,1999,1
New Zealand,1999-03-31,0.44,1999,1
Peru,1999-03-31,20.23,1999,1
Sweden,1999-03-31,9.18,1999,1
United States,1999-03-31,6.86,1999,1
South Africa,1999-03-31,4.51,1999,1
Canada,1999-06-30,3.82,1999,2
Switzerland,1999-06-30,0.09,1999,2
Colombia,1999-06-30,-3.03,1999,2
France,1999-06-30,5.79,1999,2
United Kingdom,1999-06-30,8.84,1999,2
Israel,1999-06-30,4.94,1999,2
Italy,1999-06-30,0.66,1999,2
South Korea,1999-06-30,-1.34,1999,2
Netherlands,1999-06-30,15.16,1999,2
Norway,1999-06-30,8.1,1999,2
New Zealand,1999-06-30,3.45,1999,2
Peru,1999-06-30,16.74,1999,2
Sweden,1999-06-30,9.81,1999,2
United States,1999-06-30,7.32,1999,2
South Africa,1999-06-30,4.83,1999,2
Canada,1999-09-30,5.0,1999,3
Switzerland,1999-09-30,-0.43,1999,3
Colombia,1999-09-30,-4.52,1999,3
France,1999-09-30,7.45,1999,3
United Kingdom,1999-09-30,10.42,1999,3
Israel,1999-09-30,6.13,1999,3
Italy,1999-09-30,0.95,1999,3
South Korea,1999-09-30,2.07,1999,3
Netherlands,1999-09-30,17.33,1999,3
Norway,1999-09-30,11.32,1999,3
New Zealand,1999-09-30,3.29,1999,3
Peru,1999-09-30,12.42,1999,3
Sweden,1999-09-30,10.0,1999,3
United States,1999-09-30,7.6,1999,3
South Africa,1999-09-30,3.58,1999,3
Canada,1999-12-31,5.03,1999,4
Switzerland,1999-12-31,0.41,1999,4
Colombia,1999-12-31,-1.82,1999,4
France,1999-12-31,8.16,1999,4
United Kingdom,1999-12-31,13.97,1999,4
Israel,1999-12-31,-0.46,1999,4
Italy,1999-12-31,1.49,1999,4
South Korea,1999-12-31,3.78,1999,4
Lithuania,1999-12-31,-15.1,1999,4
Netherlands,1999-12-31,19.07,1999,4
Norway,1999-12-31,18.77,1999,4
New Zealand,1999-12-31,1.49,1999,4
Peru,1999-12-31,12.24,1999,4
Sweden,1999-12-31,8.52,1999,4
United States,1999-12-31,7.9,1999,4
South Africa,1999-12-31,6.71,1999,4
Canada,2000-03-31,5.02,2000,1
Switzerland,2000-03-31,-0.48,2000,1
Colombia,2000-03-31,2.09,2000,1
France,2000-03-31,8.74,2000,1
United Kingdom,2000-03-31,15.95,2000,1
Israel,2000-03-31,-4.23,2000,1
Italy,2000-03-31,3.15,2000,1
South Korea,2000-03-31,2.68,2000,1
Lithuania,2000-03-31,-17.25,2000,1
Malaysia,2000-03-31,4.82,2000,1
Netherlands,2000-03-31,19.79,2000,1
Norway,2000-03-31,21.18,2000,1
New Zealand,2000-03-31,0.44,2000,1
Peru,2000-03-31,-8.37,2000,1
Sweden,2000-03-31,10.18,2000,1
United States,2000-03-31,8.89,2000,1
South Africa,2000-03-31,13.91,2000,1
Canada,2000-06-30,3.03,2000,2
Switzerland,2000-06-30,0.93,2000,2
Colombia,2000-06-30,4.55,2000,2
France,2000-06-30,9.41,2000,2
United Kingdom,2000-06-30,17.44,2000,2
Israel,2000-06-30,-2.49,2000,2
Italy,2000-06-30,3.36,2000,2
South Korea,2000-06-30,2.47,2000,2
Lithuania,2000-06-30,-9.23,2000,2
Malaysia,2000-06-30,7.36,2000,2
Netherlands,2000-06-30,19.32,2000,2
Norway,2000-06-30,19.6,2000,2
New Zealand,2000-06-30,-1.01,2000,2
Peru,2000-06-30,0.21,2000,2
Sweden,2000-06-30,11.06,2000,2
United States,2000-06-30,9.5,2000,2
South Africa,2000-06-30,16.23,2000,2
Canada,2000-09-30,3.71,2000,3
Switzerland,2000-09-30,2.45,2000,3
Colombia,2000-09-30,5.04,2000,3
France,2000-09-30,9.03,2000,3
United Kingdom,2000-09-30,13.08,2000,3
Israel,2000-09-30,-5.7,2000,3
Italy,2000-09-30,4.26,2000,3
South Korea,2000-09-30,1.35,2000,3
Lithuania,2000-09-30,-9.1,2000,3
Malaysia,2000-09-30,6.4,2000,3
Netherlands,2000-09-30,18.18,2000,3
Norway,2000-09-30,13.84,2000,3
New Zealand,2000-09-30,-0.87,2000,3
Peru,2000-09-30,-3.01,2000,3
Sweden,2000-09-30,11.57,2000,3
United States,2000-09-30,9.7,2000,3
South Africa,2000-09-30,18.46,2000,3
Canada,2000-12-31,3.3,2000,4
Switzerland,2000-12-31,1.88,2000,4
Colombia,2000-12-31,0.08,2000,4
France,2000-12-31,8.18,2000,4
United Kingdom,2000-12-31,13.36,2000,4
Israel,2000-12-31,-6.78,2000,4
Italy,2000-12-31,4.87,2000,4
South Korea,2000-12-31,0.71,2000,4
Lithuania,2000-12-31,-1.41,2000,4
Malaysia,2000-12-31,4.53,2000,4
Netherlands,2000-12-31,15.86,2000,4
Norway,2000-12-31,9.81,2000,4
New Zealand,2000-12-31,-0.29,2000,4
Peru,2000-12-31,-6.28,2000,4
Sweden,2000-12-31,11.98,2000,4
United States,2000-12-31,9.84,2000,4
South Africa,2000-12-31,19.71,2000,4
Austria,2001-03-31,1.08,2001,1
Canada,2001-03-31,2.52,2001,1
Switzerland,2001-03-31,3.09,2001,1
Colombia,2001-03-31,3.87,2001,1
France,2001-03-31,7.84,2001,1
United Kingdom,2001-03-31,10.17,2001,1
Israel,2001-03-31,-3.36,2001,1
Iceland,2001-03-31,8.1,2001,1
Italy,2001-03-31,4.6,2001,1
South Korea,2001-03-31,-0.01,2001,1
Lithuania,2001-03-31,11.68,2001,1
Malaysia,2001-03-31,2.76,2001,1
Netherlands,2001-03-31,13.54,2001,1
Norway,2001-03-31,7.2,2001,1
New Zealand,2001-03-31,0.44,2001,1
Peru,2001-03-31,-10.22,2001,1
Serbia,2001-03-31,51.33,2001,1
Sweden,2001-03-31,12.05,2001,1
United States,2001-03-31,9.6,2001,1
South Africa,2001-03-31,16.84,2001,1
Austria,2001-06-30,-1.69,2001,2
Canada,2001-06-30,4.88,2001,2
Switzerland,2001-06-30,2.85,2001,2
Colombia,2001-06-30,0.61,2001,2
France,2001-06-30,8.2,2001,2
United Kingdom,2001-06-30,8.16,2001,2
Israel,2001-06-30,-5.66,2001,2
Iceland,2001-06-30,5.43,2001,2
Italy,2001-06-30,5.04,2001,2
South Korea,2001-06-30,1.59,2001,2
Lithuania,2001-06-30,11.89,2001,2
Malaysia,2001-06-30,0.7,2001,2
Netherlands,2001-06-30,12.18,2001,2
Norway,2001-06-30,4.82,2001,2
New Zealand,2001-06-30,1.02,2001,2
Peru,2001-06-30,-2.15,2001,2
Serbia,2001-06-30,29.86,2001,2
Sweden,2001-06-30,8.43,2001,2
United States,2001-06-30,8.85,2001,2
South Africa,2001-06-30,15.08,2001,2
Austria,2001-09-30,4.05,2001,3
Canada,2001-09-30,5.4,2001,3
Switzerland,2001-09-30,2.69,2001,3
Colombia,2001-09-30,3.24,2001,3
France,2001-09-30,7.51,2001,3
United Kingdom,2001-09-30,9.9,2001,3
Israel,2001-09-30,-3.01,2001,3
Iceland,2001-09-30,5.58,2001,3
Italy,2001-09-30,5.84,2001,3
South Korea,2001-09-30,5.6,2001,3
Lithuania,2001-09-30,31.84,2001,3
Malaysia,2001-09-30,0.99,2001,3
Netherlands,2001-09-30,10.3,2001,3
Norway,2001-09-30,7.94,2001,3
New Zealand,2001-09-30,1.9,2001,3
Peru,2001-09-30,-9.7,2001,3
Serbia,2001-09-30,15.14,2001,3
Sweden,2001-09-30,6.67,2001,3
United States,2001-09-30,8.5,2001,3
South Africa,2001-09-30,13.98,2001,3
Austria,2001-12-31,0.0,2001,4
Canada,2001-12-31,5.67,2001,4
Switzerland,2001-12-31,3.56,2001,4
Colombia,2001-12-31,11.22,2001,4
France,2001-12-31,8.14,2001,4
United Kingdom,2001-12-31,4.65,2001,4
Israel,2001-12-31,-1.85,2001,4
Iceland,2001-12-31,4.74,2001,4
Italy,2001-12-31,7.43,2001,4
South Korea,2001-12-31,8.59,2001,4
Lithuania,2001-12-31,40.62,2001,4
Malaysia,2001-12-31,0.79,2001,4
Netherlands,2001-12-31,8.72,2001,4
Norway,2001-12-31,7.69,2001,4
New Zealand,2001-12-31,3.96,2001,4
Peru,2001-12-31,-6.87,2001,4
Serbia,2001-12-31,8.1,2001,4
Sweden,2001-12-31,4.8,2001,4
United States,2001-12-31,7.83,2001,4
South Africa,2001-12-31,11.55,2001,4
Austria,2002-03-31,-1.55,2002,1
Brazil,2002-03-31,1.0,2002,1
Canada,2002-03-31,10.61,2002,1
Switzerland,2002-03-31,5.3,2002,1
Colombia,2002-03-31,-2.02,2002,1
France,2002-03-31,7.65,2002,1
United Kingdom,2002-03-31,8.58,2002,1
Israel,2002-03-31,4.27,2002,1
Iceland,2002-03-31,5.46,2002,1
Italy,2002-03-31,12.3,2002,1
South Korea,2002-03-31,15.17,2002,1
Lithuania,2002-03-31,10.26,2002,1
Malaysia,2002-03-31,1.79,2002,1
Netherlands,2002-03-31,8.13,2002,1
Norway,2002-03-31,7.43,2002,1
New Zealand,2002-03-31,6.69,2002,1
Peru,2002-03-31,-1.07,2002,1
Serbia,2002-03-31,6.0,2002,1
Russia,2002-03-31,34.16,2002,1
Sweden,2002-03-31,3.58,2002,1
United States,2002-03-31,7.38,2002,1
South Africa,2002-03-31,12.07,2002,1
Austria,2002-06-30,1.21,2002,2
Brazil,2002-06-30,1.4,2002,2
Canada,2002-06-30,10.22,2002,2
Switzerland,2002-06-30,5.63,2002,2
Colombia,2002-06-30,3.77,2002,2
France,2002-06-30,7.76,2002,2
United Kingdom,2002-06-30,13.42,2002,2
Israel,2002-06-30,7.76,2002,2
Iceland,2002-06-30,3.34,2002,2
Italy,2002-06-30,13.23,2002,2
South Korea,2002-06-30,17.44,2002,2
Lithuania,2002-06-30,19.06,2002,2
Malaysia,2002-06-30,2.66,2002,2
Netherlands,2002-06-30,6.77,2002,2
Norway,2002-06-30,6.67,2002,2
New Zealand,2002-06-30,8.9,2002,2
Peru,2002-06-30,-8.89,2002,2
Serbia,2002-06-30,2.66,2002,2
Russia,2002-06-30,35.78,2002,2
Sweden,2002-06-30,5.3,2002,2
United States,2002-06-30,8.15,2002,2
South Africa,2002-06-30,12.94,2002,2
Austria,2002-09-30,0.58,2002,3
Brazil,2002-09-30,2.39,2002,3
Canada,2002-09-30,8.99,2002,3
Switzerland,2002-09-30,6.24,2002,3
Colombia,2002-09-30,1.37,2002,3
France,2002-09-30,9.14,2002,3
United Kingdom,2002-09-30,16.9,2002,3
Israel,2002-09-30,5.14,2002,3
Iceland,2002-09-30,5.56,2002,3
Italy,2002-09-30,12.18,2002,3
South Korea,2002-09-30,16.95,2002,3
Lithuania,2002-09-30,10.81,2002,3
Malaysia,2002-09-30,3.13,2002,3
Netherlands,2002-09-30,5.98,2002,3
Norway,2002-09-30,3.22,2002,3
New Zealand,2002-09-30,11.18,2002,3
Peru,2002-09-30,17.72,2002,3
Serbia,2002-09-30,-1.85,2002,3
Russia,2002-09-30,33.3,2002,3
Sweden,2002-09-30,7.29,2002,3
United States,2002-09-30,8.79,2002,3
South Africa,2002-09-30,11.31,2002,3
Austria,2002-12-31,2.13,2002,4
Brazil,2002-12-31,3.98,2002,4
Canada,2002-12-31,10.99,2002,4
Switzerland,2002-12-31,7.23,2002,4
Colombia,2002-12-31,-2.08,2002,4
France,2002-12-31,10.22,2002,4
United Kingdom,2002-12-31,25.21,2002,4
Israel,2002-12-31,3.92,2002,4
Iceland,2002-12-31,6.65,2002,4
Italy,2002-12-31,10.07,2002,4
South Korea,2002-12-31,17.03,2002,4
Lithuania,2002-12-31,0.25,2002,4
Malaysia,2002-12-31,4.79,2002,4
Netherlands,2002-12-31,4.94,2002,4
Norway,2002-12-31,2.76,2002,4
New Zealand,2002-12-31,13.87,2002,4
Peru,2002-12-31,-1.62,2002,4
Serbia,2002-12-31,6.65,2002,4
Russia,2002-12-31,27.38,2002,4
Sweden,2002-12-31,9.15,2002,4
United States,2002-12-31,9.33,2002,4
South Africa,2002-12-31,10.67,2002,4
Austria,2003-03-31,0.59,2003,1
Brazil,2003-03-31,6.24,2003,1
Canada,2003-03-31,8.62,2003,1
Switzerland,2003-03-31,5.78,2003,1
Chile,2003-03-31,4.5,2003,1
Colombia,2003-03-31,3.0,2003,1
Cyprus,2003-03-31,4.61,2003,1
France,2003-03-31,11.19,2003,1
United Kingdom,2003-03-31,23.4,2003,1
Indonesia,2003-03-31,6.29,2003,1
Israel,2003-03-31,-2.35,2003,1
Iceland,2003-03-31,9.39,2003,1
Italy,2003-03-31,6.46,2003,1
South Korea,2003-03-31,11.27,2003,1
Lithuania,2003-03-31,28.28,2003,1
Malaysia,2003-03-31,4.69,2003,1
Netherlands,2003-03-31,3.88,2003,1
Norway,2003-03-31,1.79,2003,1
New Zealand,2003-03-31,15.87,2003,1
Peru,2003-03-31,-12.27,2003,1
Serbia,2003-03-31,27.91,2003,1
Russia,2003-03-31,26.8,2003,1
Sweden,2003-03-31,7.96,2003,1
United States,2003-03-31,9.5,2003,1
South Africa,2003-03-31,9.89,2003,1
Austria,2003-06-30,1.3,2003,2
Brazil,2003-06-30,9.15,2003,2
Canada,2003-06-30,7.95,2003,2
Switzerland,2003-06-30,5.43,2003,2
Chile,2003-06-30,0.35,2003,2
Colombia,2003-06-30,2.53,2003,2
Cyprus,2003-06-30,6.45,2003,2
France,2003-06-30,11.66,2003,2
United Kingdom,2003-06-30,17.56,2003,2
Indonesia,2003-06-30,6.16,2003,2
Israel,2003-06-30,-8.3,2003,2
Iceland,2003-06-30,11.8,2003,2
Italy,2003-06-30,5.66,2003,2
South Korea,2003-06-30,10.16,2003,2
Lithuania,2003-06-30,18.95,2003,2
Malaysia,2003-06-30,2.88,2003,2
Netherlands,2003-06-30,3.71,2003,2
Norway,2003-06-30,-1.08,2003,2
New Zealand,2003-06-30,17.11,2003,2
Peru,2003-06-30,-6.93,2003,2
Serbia,2003-06-30,39.83,2003,2
Russia,2003-06-30,21.91,2003,2
Sweden,2003-06-30,7.05,2003,2
United States,2003-06-30,9.05,2003,2
South Africa,2003-06-30,12.52,2003,2
Austria,2003-09-30,-3.0,2003,3
Brazil,2003-09-30,12.06,2003,3
Canada,2003-09-30,11.17,2003,3
Switzerland,2003-09-30,4.65,2003,3
Chile,2003-09-30,1.62,2003,3
Colombia,2003-09-30,2.56,2003,3
Cyprus,2003-09-30,2.5,2003,3
France,2003-09-30,11.66,2003,3
United Kingdom,2003-09-30,13.16,2003,3
Indonesia,2003-09-30,6.18,2003,3
Israel,2003-09-30,-6.16,2003,3
Iceland,2003-09-30,14.01,2003,3
Italy,2003-09-30,6.34,2003,3
South Korea,2003-09-30,8.32,2003,3
Lithuania,2003-09-30,16.08,2003,3
Malaysia,2003-09-30,4.73,2003,3
Netherlands,2003-09-30,2.7,2003,3
Norway,2003-09-30,2.0,2003,3
New Zealand,2003-09-30,20.87,2003,3
Peru,2003-09-30,-24.5,2003,3
Serbia,2003-09-30,42.35,2003,3
Russia,2003-09-30,20.74,2003,3
Sweden,2003-09-30,5.5,2003,3
United States,2003-09-30,9.51,2003,3
South Africa,2003-09-30,17.9,2003,3
Austria,2003-12-31,2.29,2003,4
Brazil,2003-12-31,14.15,2003,4
Canada,2003-12-31,10.92,2003,4
Switzerland,2003-12-31,2.55,2003,4
Chile,2003-12-31,2.77,2003,4
Colombia,2003-12-31,6.08,2003,4
Cyprus,2003-12-31,3.93,2003,4
Denmark,2003-12-31,5.92,2003,4
France,2003-12-31,12.68,2003,4
United Kingdom,2003-12-31,10.07,2003,4
Indonesia,2003-12-31,5.98,2003,4
Israel,2003-12-31,-5.81,2003,4
Iceland,2003-12-31,12.3,2003,4
Italy,2003-12-31,6.21,2003,4
South Korea,2003-12-31,6.6,2003,4
Lithuania,2003-12-31,9.75,2003,4
Malaysia,2003-12-31,3.63,2003,4
Netherlands,2003-12-31,4.0,2003,4
Norway,2003-12-31,4.04,2003,4
New Zealand,2003-12-31,24.04,2003,4
Peru,2003-12-31,-10.54,2003,4
Serbia,2003-12-31,34.96,2003,4
Russia,2003-12-31,20.86,2003,4
Sweden,2003-12-31,6.13,2003,4
United States,2003-12-31,10.75,2003,4
South Africa,2003-12-31,23.12,2003,4
United Arab Emirates,2004-03-31,8.77,2004,1
Austria,2004-03-31,-6.94,2004,1
Brazil,2004-03-31,15.0,2004,1
Canada,2004-03-31,10.42,2004,1
Switzerland,2004-03-31,2.18,2004,1
Chile,2004-03-31,3.84,2004,1
Colombia,2004-03-31,7.19,2004,1
Cyprus,2004-03-31,19.2,2004,1
Germany,2004-03-31,-0.3,2004,1
Denmark,2004-03-31,7.77,2004,1
France,2004-03-31,14.38,2004,1
United Kingdom,2004-03-31,9.08,2004,1
Indonesia,2004-03-31,4.47,2004,1
Israel,2004-03-31,-4.16,2004,1
Iceland,2004-03-31,8.5,2004,1
Italy,2004-03-31,4.93,2004,1
South Korea,2004-03-31,5.0,2004,1
Lithuania,2004-03-31,3.48,2004,1
Malaysia,2004-03-31,5.22,2004,1
Netherlands,2004-03-31,4.32,2004,1
Norway,2004-03-31,9.21,2004,1
New Zealand,2004-03-31,22.85,2004,1
Peru,2004-03-31,17.98,2004,1
Serbia,2004-03-31,22.03,2004,1
Russia,2004-03-31,25.41,2004,1
Sweden,2004-03-31,7.69,2004,1
United States,2004-03-31,12.33,2004,1
South Africa,2004-03-31,27.61,2004,1
United Arab Emirates,2004-06-30,16.01,2004,2
Austria,2004-06-30,-1.09,2004,2
Brazil,2004-06-30,14.43,2004,2
Canada,2004-06-30,11.84,2004,2
Switzerland,2004-06-30,2.6,2004,2
Chile,2004-06-30,4.92,2004,2
Colombia,2004-06-30,8.49,2004,2
Cyprus,2004-06-30,22.56,2004,2
Germany,2004-06-30,1.0,2004,2
Denmark,2004-06-30,10.23,2004,2
France,2004-06-30,14.59,2004,2
United Kingdom,2004-06-30,12.03,2004,2
Indonesia,2004-06-30,4.34,2004,2
Israel,2004-06-30,1.89,2004,2
Iceland,2004-06-30,12.04,2004,2
Italy,2004-06-30,5.64,2004,2
South Korea,2004-06-30,2.3,2004,2
Lithuania,2004-06-30,5.57,2004,2
Malaysia,2004-06-30,5.6,2004,2
Netherlands,2004-06-30,4.15,2004,2
Norway,2004-06-30,10.24,2004,2
New Zealand,2004-06-30,21.19,2004,2
Peru,2004-06-30,10.1,2004,2
Serbia,2004-06-30,16.13,2004,2
Russia,2004-06-30,28.66,2004,2
Sweden,2004-06-30,9.72,2004,2
United States,2004-06-30,14.31,2004,2
South Africa,2004-06-30,27.27,2004,2
United Arab Emirates,2004-09-30,23.3,2004,3
Austria,2004-09-30,0.4,2004,3
Australia,2004-09-30,2.32,2004,3
Brazil,2004-09-30,12.85,2004,3
Canada,2004-09-30,6.94,2004,3
Switzerland,2004-09-30,2.32,2004,3
Chile,2004-09-30,4.66,2004,3
Colombia,2004-09-30,8.72,2004,3
